Betreuungsbezirk Nr,Betreuungsbezirk,Einrichtungsnummer,Einrichtungsname,Einrichtungsadresse,PLZ,Telefon,Anzahl Plätze,Einrichtungsart,Trägernummer,Trägername,Trägerart,Anschrift,Latitude,Longitude
8,Neukölln,8142380,Kita Focus FAMILIE,Hermannstr. 135A,12051,62 00 87 87,115.0,Kindertagesstätte,1296,Jugend- und Sozialwerk gGmbH,Sonstiger freier Träger,"Hermannstr. 135A, 12051, Berlin",52.4631547,13.433596
8,Neukölln,8142390,Kita Böhmische Straße,Böhmische Str. 039,12055,60690257,64.0,Kindertagesstätte,1260,Unionhilfswerk Sozialeinrichtungen gemeinnützige Gesellschaft mbH,Sonstiger freier Träger,"Böhmische Str. 039, 12055, Berlin",52.4727732,13.4481292
8,Neukölln,8142410,Kita Warthestraße,Warthestr. 062A,12051,030 6289 380,110.0,Kindertagesstätte,1233,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,Sonstiger freier Träger,"Warthestr. 062A, 12051, Berlin",52.4701587,13.4275697
8,Neukölln,8142420,Kinder in Bewegung,Fulhamer Allee 001,12359,66 86 94 54,180.0,Kindertagesstätte,1329,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,Sonstiger freier Träger,"Fulhamer Allee 001, 12359, Berlin",52.4471112,13.4419731
8,Neukölln,8142430,Kindergarten Grashüpfer,Parksiedlung Spruch 111,12349,741 10 42,130.0,Kindertagesstätte,1329,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,Sonstiger freier Träger,"Parksiedlung Spruch 111, 12349, Berlin",52.4219506,13.4049812
8,Neukölln,8142440,Ev. Kita Debora,Aronsstr. 134,12057,68 05 49 45,130.0,Kindertagesstätte,280,Verband evangelischer Kindertageseinrichtungen Süd,Diakonisches Werk,"Aronsstr. 134, 12057, Berlin",52.472718,13.4641954
8,Neukölln,8142450,Ev. Kita Coretta King,Bohm-Schuch-Weg 009,12351,604 30 05,140.0,Kindertagesstätte,280,Verband evangelischer Kindertageseinrichtungen Süd,Diakonisches Werk,"Bohm-Schuch-Weg 009, 12351, Berlin",52.4307198,13.4498933
8,Neukölln,8142460,"IB-Kita, Internationaler Bund",Kirschnerweg 029,12353,6042012,105.0,Kindertagesstätte,8377,Internationaler Bund - IB Berlin-Brandenburg gGmbH für Bildung und soziale Dienste (IB Berlin-Brandenburg gGmbH),Sonstiger freier Träger,"Kirschnerweg 029, 12353, Berlin",52.4291394,13.4524693
8,Neukölln,8142470,Kita Rüsselbande,Drusenheimer Weg 043,12349,(030) 7629320,100.0,Kindertagesstätte,1355,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,Sonstiger freier Träger,"Drusenheimer Weg 043, 12349, Berlin",52.4120146,13.4213096
8,Neukölln,8142480,Kita Apfelsinenkiste/Ev. Kirchenkreis Neukölln,Joachim-Gottschalk-Weg 041,12353,66090916,93.0,Kindertagesstätte,280,Verband evangelischer Kindertageseinrichtungen Süd,Diakonisches Werk,"Joachim-Gottschalk-Weg 041, 12353, Berlin",52.4225761,13.4763154
8,Neukölln,8142500,Kita Salam-Frieden,Kienitzer Str. 104,12049,6322659,30.0,Kindertagesstätte,1396,WASSILA Soziale Gesellschaft für Integration und Arbeit mit Kindern und Jugendlichen gemeinnützige Unternehmergesellschaft (haftungsbeschränkt),Sonstiger freier Träger,"Kienitzer Str. 104, 12049, Berlin",52.4759863,13.4248664
8,Neukölln,8142510,Ev. Kita Neu-Buckow,Quarzweg 116,12349,762 89 06,102.0,Kindertagesstätte,280,Verband evangelischer Kindertageseinrichtungen Süd,Diakonisches Werk,"Quarzweg 116, 12349, Berlin",52.4185519,13.4163517
8,Neukölln,8142520,EKT Ali Baba und seine Räuber,Bendastr. 021,12051,62008811,30.0,Eltern-Initiativ-Kindertagesstätte,520,Ali Baba und seine Räuber e.V.,EKT,"Bendastr. 021, 12051, Berlin",52.4671951,13.4363173
8,Neukölln,8142530,Kita Kiezkinder,Lucy-Lameck-Str. 4,12049,6226561,19.0,Kindertagesstätte,711,Kiezkinder e.V.,EKT,"Lucy-Lameck-Str. 4, 12049, Berlin",52.4855187,13.4233721
8,Neukölln,8142570,Kita Kinderparadies Neukölln,Karl-Marx-Str. 146,12043,47985761,54.0,Kindertagesstätte,8476,IBEB Initiative für Bildung und Erziehung Berlin gemeinnützige GmbH,Sonstiger freier Träger,"Karl-Marx-Str. 146, 12043, Berlin",52.4764623,13.4389656
8,Neukölln,8142590,Kindergarten Ackerwinde,Schandauer Str. 008,12045,6868691,24.0,Eltern-Initiativ-Kindertagesstätte,7510,Kindergarten Ackerwinde e. V.,EKT,"Schandauer Str. 008, 12045, Berlin",52.4843238,13.4420162
8,Neukölln,8142620,Kita Prinz Rose,Nogatstr. 045,12051,6097 5785,20.0,Kindertagesstätte,107,Orte für Kinder GmbH,Sonstiger freier Träger,"Nogatstr. 045, 12051, Berlin",52.4692369,13.4313503
8,Neukölln,8142660,Kita Salam-Frieden,Warthestr. 013,12051,88943640,20.0,Eltern-Initiativ-Kindertagesstätte,1396,WASSILA Soziale Gesellschaft für Integration und Arbeit mit Kindern und Jugendlichen gemeinnützige Unternehmergesellschaft (haftungsbeschränkt),Sonstiger freier Träger,"Warthestr. 013, 12051, Berlin",52.4701587,13.4275697
8,Neukölln,8142670,FRÖBEL Kindergarten Highdechsen,Michael-Bohnen-Ring 052,12057,030 27018882,80.0,Kindertagesstätte,1227,Fröbel Bildung und Erziehung gGmbH,Sonstiger freier Träger,"Michael-Bohnen-Ring 052, 12057, Berlin",52.4626365,13.4766997
8,Neukölln,8142710,Kita Kunti Bunti,Jonasstr. 031,12053,85614931,39.0,Kindertagesstätte,7581,KOBLÉ gemeinnützige GmbH,Sonstiger freier Träger,"Jonasstr. 031, 12053, Berlin",52.4716388,13.4357603
8,Neukölln,8142720,Kita Santa Maria,Weisestr. 026,12049,017622757125,23.0,Kindertagesstätte,8808,Columbus gGmbH,Sonstiger freier Träger,"Weisestr. 026, 12049, Berlin",52.4767535,13.4241251
8,Neukölln,8142730,miKita,Maybachufer 005,12047,017621454834,22.0,Eltern-Initiativ-Kindertagesstätte,8031,miKita e. V.,Sonstiger freier Träger,"Maybachufer 005, 12047, Berlin",52.4923685,13.4316101
8,Neukölln,8142740,Kinderladen Highway 2,Anzengruberstr. 015,12043,68231814,20.0,Eltern-Initiativ-Kindertagesstätte,672,Kinderladen Highway gGmbH,Sonstiger freier Träger,"Anzengruberstr. 015, 12043, Berlin",52.4805959,13.4400872
8,Neukölln,8142750,Kinderladen flinke kids,Elly-Heuss-Knapp-Str. 021,12355,55144268,22.0,Kindertagesstätte,8039,flinke - kids e. V.,Sonstiger freier Träger,"Elly-Heuss-Knapp-Str. 021, 12355, Berlin",52.4027389,13.5065524
8,Neukölln,8142760,Elif und Emil II,Schierker Str. 030,12051,62983240,27.0,Kindertagesstätte,8043,IKV Kita gGmbH,Sonstiger freier Träger,"Schierker Str. 030, 12051, Berlin",52.4711923,13.4411666
8,Neukölln,8142770,Kita Columbus,Allerstr. 037,12049,015257839911,44.0,Kindertagesstätte,8808,Columbus gGmbH,Sonstiger freier Träger,"Allerstr. 037, 12049, Berlin",52.474513,13.4209651
8,Neukölln,8142780,Kita Nägel und Köpfe,Emser Str. 085,12051,22684323/28700101,25.0,Kindertagesstätte,8076,Morgenwerkstatt gemeinnützige Unternehmergesellschaft (haftungsbeschränkt),Sonstiger freier Träger,"Emser Str. 085, 12051, Berlin",52.4694684,13.4385011
8,Neukölln,8142790,Kita Zwergplaneten,Hobrechtstr. 008,12043,62725482,70.0,Kindertagesstätte,8752,Sprache verbindet IB gGmbH,Sonstiger freier Träger,"Hobrechtstr. 008, 12043, Berlin",52.4869565,13.426913
8,Neukölln,8142800,Kita Bruno-Bauer-Straße 22 (nur Sprachförderung),Bruno-Bauer-Str. 022,12051,85 74 877 20,17.0,Kindertagesstätte,627,Kleiner Fratz GmbH,Sonstiger freier Träger,"Bruno-Bauer-Str. 022, 12051, Berlin",52.4668401,13.4382362
8,Neukölln,8142810,Kita Ravelin,Wesenberger Ring 001,12359,89392510,50.0,Kindertagesstätte,7924,FamilienZitadelle gemeinnützige GmbH,Sonstiger freier Träger,"Wesenberger Ring 001, 12359, Berlin",52.4384117,13.4402167
8,Neukölln,8142830,Kita Kleine Monster AG,Mohriner Allee 096,12347,98357018,33.0,Eltern-Initiativ-Kindertagesstätte,8138,Kleine Monster e. V.,Sonstiger freier Träger,"Mohriner Allee 096, 12347, Berlin",52.4391222,13.4121039
8,Neukölln,8142850,Kinderladen Großstadtgören,Uthmannstr. 018,12043,34717331,22.0,Kindertagesstätte,8149,Schabernick UG (haftungsbeschränkt),Sonstiger freier Träger,"Uthmannstr. 018, 12043, Berlin",52.475445,13.4409172
8,Neukölln,8142860,EKT Wichtelstube,Harzer Str. 003,12059,54849230,17.0,Eltern-Initiativ-Kindertagesstätte,8160,Verein zur Förderung der Waldorfpädagogik Wichtelstube e. V.,Sonstiger freier Träger,"Harzer Str. 003, 12059, Berlin",52.4824505,13.4549661
8,Neukölln,8142870,Kita Kinderparadies Rixdorf,Böhmische Str. 027,12055,81492457,25.0,Kindertagesstätte,8476,IBEB Initiative für Bildung und Erziehung Berlin gemeinnützige GmbH,Sonstiger freier Träger,"Böhmische Str. 027, 12055, Berlin",52.4727732,13.4481292
8,Neukölln,8142880,Kita Sonnenkäferhaus Reuterstraße,Reuterstr. 037,12047,030-62985880,20.0,Kindertagesstätte,7357,Sonnenkäferhaus gGmbH,Sonstiger freier Träger,"Reuterstr. 037, 12047, Berlin",52.488402,13.4290457
8,Neukölln,8142890,Kita Piratennest,Neuköllner Str. 226,12357,30340082,25.0,Kindertagesstätte,8190,LebensTraum Kinder UG (haftungsbeschränkt),Sonstiger freier Träger,"Neuköllner Str. 226, 12357, Berlin",52.4278642,13.47957363363931
8,Neukölln,8143000,Kita Lipschitzallee,Lipschitzallee 072,12353,60258284,85.0,Kindertagesstätte,8214,Malteser Hilfsdienst gGmbH,Sonstiger freier Träger,"Lipschitzallee 072, 12353, Berlin",52.4234684,13.4626256
8,Neukölln,8143010,EKT Matschmonster,Britzer Damm 101,12347,030/85621555,25.0,Eltern-Initiativ-Kindertagesstätte,8217,Matschmonster e.V.,Sonstiger freier Träger,"Britzer Damm 101, 12347, Berlin",52.4538336,13.4383954
8,Neukölln,8143020,Kita Timbales,Kienitzer Str. 099,12049,01797647685,22.0,Kindertagesstätte,8226,Timbales e. V.,Sonstiger freier Träger,"Kienitzer Str. 099, 12049, Berlin",52.4760674,13.426552
8,Neukölln,8143030,Kindertagesstätte Kinderplaneten,Germaniapromenade 008,12347,33841760,40.0,Kindertagesstätte,8752,Sprache verbindet IB gGmbH,Sonstiger freier Träger,"Germaniapromenade 008, 12347, Berlin",52.4607798,13.4340977
8,Neukölln,8143040,Kita Großstadtzwerge,Braunschweiger Str. 057,12055,97882640,25.0,Kindertagesstätte,8234,Großstadtzwerge gemeinnützige UG (haftungsbeschränkt),Sonstiger freier Träger,"Braunschweiger Str. 057, 12055, Berlin",52.4704259,13.4416784
8,Neukölln,8143060,Kita Kinderparadies Körnerpark,Schierker Str. 057,12051,68056905,100.0,Kindertagesstätte,8476,IBEB Initiative für Bildung und Erziehung Berlin gemeinnützige GmbH,Sonstiger freier Träger,"Schierker Str. 057, 12051, Berlin",52.4711923,13.4411666
8,Neukölln,8143080,Kita Am Dorfteich,Alt-Buckow 039,12349,6808 7424,50.0,Kindertagesstätte,107,Orte für Kinder GmbH,Sonstiger freier Träger,"Alt-Buckow 039, 12349, Berlin",52.4226464,13.4340067
8,Neukölln,8143100,Kita Mahlower Straße 23,Mahlower Str. 023,12049,60975622,65.0,Kindertagesstätte,877,Neuzeitlich-Christliche Initiative e.V.,EKT,"Mahlower Str. 023, 12049, Berlin",52.4798695,13.4233402
8,Neukölln,8143110,Kita Paradiesvögel Karl-Marx-Straße,Karl-Marx-Str. 188,12043,030-52 66 46 81,120.0,Kindertagesstätte,7464,EVENTUS-BILDUNG e.V.,Sonstiger freier Träger,"Karl-Marx-Str. 188, 12043, Berlin",52.4733099,13.4406104
8,Neukölln,8143120,Kindertagesstätte Evin,Buschkrugallee 023,12359,68083985,45.0,Eltern-Initiativ-Kindertagesstätte,812,Kurdistan Kultur- und Hilfsverein e.V.,Sonstiger freier Träger,"Buschkrugallee 023, 12359, Berlin",52.4610057,13.4460918
8,Neukölln,8143140,Kita Mosaikraupen,Berthelsdorfer Str. 014,12043,68 08 33 00,40.0,Kindertagesstätte,1333,edura Kindertagesstätten gGmbH,Sonstiger freier Träger,"Berthelsdorfer Str. 014, 12043, Berlin",52.478136,13.4393363
8,Neukölln,8143150,Kita Die Palmeninsel,Delbrückstr. 058,12051,030-12024774,25.0,Kindertagesstätte,8322,Mondlicht e. V.,Sonstiger freier Träger,"Delbrückstr. 058, 12051, Berlin",52.4648155,13.4333568
8,Neukölln,8143170,Kita Kinderbunt Maybachufer,Maybachufer 011,12047,030 49 08 07 94,20.0,Kindertagesstätte,8177,Kita-kinderbunt UG (haftungsbeschränkt),Sonstiger freier Träger,"Maybachufer 011, 12047, Berlin",52.4923685,13.4316101
8,Neukölln,8143180,Kita Horizon,Warthestr. 015,12051,01738311684,17.0,Eltern-Initiativ-Kindertagesstätte,8361,Horizon e. V.,Sonstiger freier Träger,"Warthestr. 015, 12051, Berlin",52.4701587,13.4275697
8,Neukölln,8143190,Kita Arielle 2,Germaniapromenade 010,12347,6272 9166,80.0,Kindertagesstätte,501,Verein zur Förderung multikultureller Generation e. V.,EKT,"Germaniapromenade 010, 12347, Berlin",52.4607798,13.4340977
8,Neukölln,8143200,Kitaquarium,Weserstr. 162,12045,01636369748,20.0,Eltern-Initiativ-Kindertagesstätte,8375,L'Aquarium e. V.,EKT,"Weserstr. 162, 12045, Berlin",52.4828526,13.4421794
8,Neukölln,8143210,Kita Erdmännchen,Fritz-Reuter-Allee 173,12359,66527870,40.0,Kindertagesstätte,8387,Erdmännchen gemeinnützige GmbH,Sonstiger freier Träger,"Fritz-Reuter-Allee 173, 12359, Berlin",52.4379625,13.4476531
8,Neukölln,8143220,Kindertagesstätte Kleine Herzen,Treptower Str. 068,12059,030 60266015,25.0,Kindertagesstätte,5191,AspE Ambulante sozialpädagogische Erziehungshilfe e.V.,Sonstiger freier Träger,"Treptower Str. 068, 12059, Berlin",52.4780895,13.4481713
8,Neukölln,8143230,Kita Kolibri,Emser Str. 077,12051,23907968,25.0,Eltern-Initiativ-Kindertagesstätte,8391,KdK-Kita der Kulturen gGmbH,Sonstiger freier Träger,"Emser Str. 077, 12051, Berlin",52.4694684,13.4385011
8,Neukölln,8143240,Kita Sternengarten,Hobrechtstr. 032,12047,62730190,90.0,Kindertagesstätte,1081,edura Kindertagesstätten Yuvam gGmbH,Sonstiger freier Träger,"Hobrechtstr. 032, 12047, Berlin",52.48823,13.4268498
8,Neukölln,8143250,Kita Salam-Frieden 3,Jahnstr. 085,12347,23181272,34.0,Kindertagesstätte,1396,WASSILA Soziale Gesellschaft für Integration und Arbeit mit Kindern und Jugendlichen gemeinnützige Unternehmergesellschaft (haftungsbeschränkt),Sonstiger freier Träger,"Jahnstr. 085, 12347, Berlin",52.4606936,13.4397879
8,Neukölln,8143260,"Kita ""Früchte der Kulturen""",Mainzer Str. 017,12053,23908211,25.0,Eltern-Initiativ-Kindertagesstätte,8434,Früchte der Kulturen e.V.,EKT,"Mainzer Str. 017, 12053, Berlin",52.4811431,13.427751
8,Neukölln,8143270,Kita Sonnenschein,Hermannstr. 224,12049,25209147,22.0,Kindertagesstätte,1169,Kita Sonnenblümchen gemeinnützige GmbH,Sonstiger freier Träger,"Hermannstr. 224, 12049, Berlin",52.4802058,13.4255151
8,Neukölln,8143290,Kita Wichtelgarten,Donaustr. 006,12043,80571789,20.0,Kindertagesstätte,8455,Süsswasser GmbH,Sonstiger freier Träger,"Donaustr. 006, 12043, Berlin",52.476544,13.4453922
8,Neukölln,8143310,Kita Ackerwinde,Innstr. 044,12045,54816571,12.0,Kindertagesstätte,7510,Kindergarten Ackerwinde e. V.,EKT,"Innstr. 044, 12045, Berlin",52.4805464,13.44291
8,Neukölln,8143320,Kita Erdmännchen,Hirtsieferzeile 039,12351,03094873600,27.0,Kindertagesstätte,8387,Erdmännchen gemeinnützige GmbH,Sonstiger freier Träger,"Hirtsieferzeile 039, 12351, Berlin",52.4312965,13.4707663
8,Neukölln,8143330,Elif und Emil I,Britzer Damm 146,12347,030-36753377,70.0,Kindertagesstätte,8043,IKV Kita gGmbH,Sonstiger freier Träger,"Britzer Damm 146, 12347, Berlin",52.4501682,13.4368904
8,Neukölln,8143340,Kita Wiedehopf,Emser Str. 079,12051,23931878,25.0,Kindertagesstätte,8391,KdK-Kita der Kulturen gGmbH,Sonstiger freier Träger,"Emser Str. 079, 12051, Berlin",52.4694684,13.4385011
8,Neukölln,8143350,Kita Die drei Affen,Kienitzer Str. 016,12053,01785306975,22.0,Kindertagesstätte,8625,Die drei Affen gGmbH,Sonstiger freier Träger,"Kienitzer Str. 016, 12053, Berlin",52.4775809,13.4383608
8,Neukölln,8143360,Stadtteil-Kita High-Deck,Michael-Bohnen-Ring 018,12057,03056825885,120.0,Kindertagesstätte,8071,Juwo - Kita gGmbH,Sonstiger freier Träger,"Michael-Bohnen-Ring 018, 12057, Berlin",52.4626365,13.4766997
8,Neukölln,8143410,Bärliner Bärchis Kita,Johannisthaler Chaussee 392,12351,03092125971,28.0,Kindertagesstätte,8734,Bright Kids KITA gemeinnützige UG (haftungsbeschränkt),Sonstiger freier Träger,"Johannisthaler Chaussee 392, 12351, Berlin",52.4262679,13.4444243
8,Neukölln,8143420,Naturdetektive Kita Lieselotte,Lieselotte-Berger-Str. 019,12355,29674233,28.0,Kindertagesstätte,8747,Naturdetektive gUG (haftungsbeschränkt),Sonstiger freier Träger,"Lieselotte-Berger-Str. 019, 12355, Berlin",52.4012605,13.5018609
8,Neukölln,8143430,Kleiner Fratz,Joachim-Gottschalk-Weg 003,12353,68322771,35.0,Kindertagesstätte,9033,Kleiner Fratz City Süd GmbH,Sonstiger freier Träger,"Joachim-Gottschalk-Weg 003, 12353, Berlin",52.4225761,13.4763154
8,Neukölln,8143460,Kita Arielle 4,Britzer Damm 058,12347,25893553,80.0,Kindertagesstätte,8569,Grenzenlos Kind gemeinnützige UG (haftungsbeschränkt),Sonstiger freier Träger,"Britzer Damm 058, 12347, Berlin",52.4487103,13.4360773
8,Neukölln,8143470,Kita Grashüpferchen Rudow,Selgenauer Weg 001A,12355,86331420,120.0,Kindertagesstätte,8265,Kita Grashüpferchen gemeinnützige GmbH,Sonstiger freier Träger,"Selgenauer Weg 001A, 12355, Berlin",52.4181441,13.5061469
8,Neukölln,8143480,Die Kubis,Teupitzer Str. 039,12059,810335200,120.0,Kindertagesstätte,9021,kleine kubus-Soziale gGmbH für klein und GROSS,Sonstiger freier Träger,"Teupitzer Str. 039, 12059, Berlin",52.481557,13.4558237
8,Neukölln,8143490,Kita Kopfstraße,Kopfstr. 061,12053,56825549,20.0,Kindertagesstätte,3198,Bund Deutscher PfadfinderInnen -Landesverband Berlin- e.V.,Sonstiger freier Träger,"Kopfstr. 061, 12053, Berlin",52.4759919,13.4308288
8,Neukölln,8143500,Kita Glasower Str. 53 (nur Sprachförderung),Glasower Str. 053,12051,24032291,30.0,Kindertagesstätte,627,Kleiner Fratz GmbH,Sonstiger freier Träger,"Glasower Str. 053, 12051, Berlin",52.4646393,13.4389391
8,Neukölln,8143510,Kita Spatzenbande,Thomasstr. 067,12053,98389329,17.0,Kindertagesstätte,8234,Großstadtzwerge gemeinnützige UG (haftungsbeschränkt),Sonstiger freier Träger,"Thomasstr. 067, 12053, Berlin",52.4719217,13.4291538
8,Neukölln,8143520,Kleiner Fratz - Rixdorfer Grundschule (nur Sprachförderung),Donaustr. 120,12043,80554030,15.0,Kindertagesstätte,627,Kleiner Fratz GmbH,Sonstiger freier Träger,"Donaustr. 120, 12043, Berlin",52.4849081,13.4315633
8,Neukölln,8143530,Matschmonster II,Pätzer Str. 017,12359,017680001832,22.0,Eltern-Initiativ-Kindertagesstätte,8217,Matschmonster e.V.,Sonstiger freier Träger,"Pätzer Str. 017, 12359, Berlin",52.4520976,13.4398276
8,Neukölln,8143540,Coworking Toddler Maybachufer,Maybachufer 037,12047,89401852,25.0,Kindertagesstätte,8517,CT Toddler Berlin gUG (haftungsbeschränkt),Sonstiger freier Träger,"Maybachufer 037, 12047, Berlin",52.4923685,13.4316101
8,Neukölln,8143550,Jonas 32,Jonasstr. 032,12053,03076793132,36.0,Kindertagesstätte,525,Altenbraker 10 Kinderladen gGmbH,Sonstiger freier Träger,"Jonasstr. 032, 12053, Berlin",52.4716388,13.4357603
8,Neukölln,8143590,Kita Lenaustraße,Lenaustr. 012,12047,25893001,28.0,Kindertagesstätte,8033,dtz-bildung und qualifizierung gemeinnützige GmbH,Sonstiger freier Träger,"Lenaustr. 012, 12047, Berlin",52.490136,13.4261926
8,Neukölln,8143600,Frühlicht 2,Mainzer Str. 015,12053,68050256,23.0,Kindertagesstätte,8735,"JuBiSA - Jugend, Bildung und Soziale Arbeit gemeinnützige UG (haftungsbeschränkt)",Sonstiger freier Träger,"Mainzer Str. 015, 12053, Berlin",52.4811431,13.427751
8,Neukölln,8143610,Bruno-Bauer-Str. 22 (FBO),Bruno-Bauer-Str. 022,12051,01763072400,12.0,Eltern-Kind-Gruppe,7464,EVENTUS-BILDUNG e.V.,Sonstiger freier Träger,"Bruno-Bauer-Str. 022, 12051, Berlin",52.4668401,13.4382362
8,Neukölln,8143620,Haarlemer Str. 89 (FBO),Haarlemer Str. 089,12359,,24.0,Eltern-Kind-Gruppe,7464,EVENTUS-BILDUNG e.V.,Sonstiger freier Träger,"Haarlemer Str. 089, 12359, Berlin",52.4573802,13.4490522
8,Neukölln,8143640,Klein aber oho,Großenhainer Weg 010,12355,8713565,18.0,Kindertagesstätte,8956,Social Balance gGmbH,Sonstiger freier Träger,"Großenhainer Weg 010, 12355, Berlin",52.4164582,13.4813409
8,Neukölln,8143650,Villa Global/ Jugendamt Neukölln von Berlin (nur Sprachförderung),Otto-Wels-Ring 037,12351,70558769,30.0,Kindertagesstätte,627,Kleiner Fratz GmbH,Sonstiger freier Träger,"Otto-Wels-Ring 037, 12351, Berlin",52.4351799,13.4531955
8,Neukölln,8143670,Malteser Hilfsdienst,Mariendorfer Weg 028,12051,030 / 348 003 760,84.0,Kindertagesstätte,8214,Malteser Hilfsdienst gGmbH,Sonstiger freier Träger,"Mariendorfer Weg 028, 12051, Berlin",52.4641177,13.4286845
8,Neukölln,8143690,Kita Familya,Johannisthaler Chaussee 408,12351,98447630,140.0,Kindertagesstätte,8969,Kita Familya gGmbH,Sonstiger freier Träger,"Johannisthaler Chaussee 408, 12351, Berlin",52.4255825,13.4422368
8,Neukölln,8143700,Schloss Undinchen,Buckower Damm 191,12349,660680013,76.0,Kindertagesstätte,8508,Kita Undinchen gGmbH,Sonstiger freier Träger,"Buckower Damm 191, 12349, Berlin",52.426502799999994,13.435489303657096
8,Neukölln,8143710,Kita Hoppipolla,Berthelsdorfer Str. 005,12043,tba,19.0,Kindertagesstätte,9020,Hoppipolla e.V.,Sonstiger freier Träger,"Berthelsdorfer Str. 005, 12043, Berlin",52.478136,13.4393363
8,Neukölln,8143720,Elif und Emil 3,Johannisthaler Chaussee 233,12351,36753377,123.0,Kindertagesstätte,8043,IKV Kita gGmbH,Sonstiger freier Träger,"Johannisthaler Chaussee 233, 12351, Berlin",52.4332281,13.4661958
8,Neukölln,8143740,FREUDE Kita Neukölln,Roseggerstr. 013,12059,36404696,25.0,Kindertagesstätte,8878,FREUDE Kindergärten Süd-Ost gGmbH,Sonstiger freier Träger,"Roseggerstr. 013, 12059, Berlin",52.4817709,13.4486599
8,Neukölln,8143750,Kita Cheburashka Rudow,Stubenrauchstr. 103,12357,27980799,60.0,Kindertagesstätte,7388,Cheburashka gGmbH,Sonstiger freier Träger,"Stubenrauchstr. 103, 12357, Berlin",52.4302579,13.4940302
8,Neukölln,8143760,Kita Füchse,Herrfurthplatz 003,12049,+493098438912,22.0,Kindertagesstätte,9051,Hauptstadtracker gGmbH,Sonstiger freier Träger,"Herrfurthplatz 003, 12049, Berlin",52.4768743,13.4227095
8,Neukölln,8143770,Kleiner Fratz,Karl-Marx-Str. 145,12043,030/34388860,60.0,Kindertagesstätte,627,Kleiner Fratz GmbH,Sonstiger freier Träger,"Karl-Marx-Str. 145, 12043, Berlin",52.4767068,13.4394137
8,Neukölln,8143780,Löffelohr,Hasenheide 074,10967,42086699,40.0,Kindertagesstätte,8125,Loftschloss gGmbH,Sonstiger freier Träger,"Hasenheide 074, 10967, Berlin",52.4873554,13.4201279
8,Neukölln,8143790,Tombili,Stuttgarter Str. 019,12059,3450 7535,25.0,Kindertagesstätte,1333,edura Kindertagesstätten gGmbH,Sonstiger freier Träger,"Stuttgarter Str. 019, 12059, Berlin",52.4806111,13.4445883
8,Neukölln,8143810,Villa Frühlicht,Britzer Damm 141,12347,437 323 78,57.0,Kindertagesstätte,8735,"JuBiSA - Jugend, Bildung und Soziale Arbeit gemeinnützige UG (haftungsbeschränkt)",Sonstiger freier Träger,"Britzer Damm 141, 12347, Berlin",52.4503661,13.437668845161824
8,Neukölln,8143820,Kindergarten am Britzer Garten,Buckower Damm 186,12349,30364930,136.0,Kindertagesstätte,1329,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,Sonstiger freier Träger,"Buckower Damm 186, 12349, Berlin",52.4246639,13.4356734
8,Neukölln,8143830,Kita Kindererde Schudomastraße,Schudomastr. 046,12055,31 48 93 99,25.0,Kindertagesstätte,8141,Kindererde gemeinnützige GmbH,Sonstiger freier Träger,"Schudomastr. 046, 12055, Berlin",52.4743605,13.4473878
8,Neukölln,8143840,Kleine Kapitäne Rudow,Theodor-Loos-Weg 052,12353,23283678,20.0,Kindertagesstätte,9101,Kita Kleine Kapitäne 3 gUG,Sonstiger freier Träger,"Theodor-Loos-Weg 052, 12353, Berlin",52.4207403,13.4745565
8,Neukölln,8143850,FBO - Töpchiner Weg (FBO),Töpchiner Weg 044,12349,15753650465,12.0,Eltern-Kind-Gruppe,8864,CeFi - Bildung und Verständigung gGmbH,Sonstiger freier Träger,"Töpchiner Weg 044, 12349, Berlin",52.4124215,13.4194797
8,Neukölln,8143860,Kita Sonnenkönig,Allerstr. 042,12049,81362378,19.0,Kindertagesstätte,9124,Kita Sonnenkönig gGmbH,Sonstiger freier Träger,"Allerstr. 042, 12049, Berlin",52.474513,13.4209651
8,Neukölln,8143870,Kinderland Gropiusstadt,Eugen-Bolz-Kehre 010,12351,32506745,25.0,Kindertagesstätte,850,Mieterinitiative HWS-Gropiusstadt e.V.,EKT,"Eugen-Bolz-Kehre 010, 12351, Berlin",52.4294962,13.4668243
9,Treptow-Köpenick,9141510,Mosaik Kita,Adlergestell 133,12439,69588950,46.0,Kindertagesstätte,8476,IBEB Initiative für Bildung und Erziehung Berlin gemeinnützige GmbH,Sonstiger freier Träger,"Adlergestell 133, 12439, Berlin",52.44466745,13.528678596068314
9,Treptow-Köpenick,9141520,FREUDE Kita Altglienicke,Ortolfstr. 095,12524,76102110,30.0,Kindertagesstätte,8295,FREUDE Kindergärten gemeinnützige GmbH,Sonstiger freier Träger,"Ortolfstr. 095, 12524, Berlin",52.4130563,13.53681
